Name	Source: Name	Aliases or alternative spellings (semi-colon separated)	Source: Aliases or alternative spellings	Organization	Source: Organization	Role	Source: Role	Title (official title)	Source: Title	Rank	Source: Rank
Umar Gwadabbe	4d7b4cb6-53c4-488c-a564-714aea6a9fd5	Umar Gwadabe ; Umar Gbadabe ; Umar Gwadebe	ce6b7ae6-18a7-478b-8304-0ca942c13878;42528f62-7fc7-402a-b961-cad12d70f220;232e0023-9c60-4793-a39c-62f5c5aea32f;b61d7193-1f6c-4c5d-9e68-8d281793de60;1204a952-4ea1-450c-92d1-0d8b2f49d151;f277268c-48f0-4c26-abb7-aa8e1bbb6313	Akwa Ibom State Police Command	ce6b7ae6-18a7-478b-8304-0ca942c13878;4d7b4cb6-53c4-488c-a564-714aea6a9fd5;42528f62-7fc7-402a-b961-cad12d70f220;232e0023-9c60-4793-a39c-62f5c5aea32f;b61d7193-1f6c-4c5d-9e68-8d281793de60;1204a952-4ea1-450c-92d1-0d8b2f49d151;f277268c-48f0-4c26-abb7-aa8e1bbb6313	Commander	ce6b7ae6-18a7-478b-8304-0ca942c13878;42528f62-7fc7-402a-b961-cad12d70f220;232e0023-9c60-4793-a39c-62f5c5aea32f;b61d7193-1f6c-4c5d-9e68-8d281793de60;1204a952-4ea1-450c-92d1-0d8b2f49d151;f277268c-48f0-4c26-abb7-aa8e1bbb6313			Commissioner of Police	ce6b7ae6-18a7-478b-8304-0ca942c13878;42528f62-7fc7-402a-b961-cad12d70f220;232e0023-9c60-4793-a39c-62f5c5aea32f;b61d7193-1f6c-4c5d-9e68-8d281793de60;1204a952-4ea1-450c-92d1-0d8b2f49d151;f277268c-48f0-4c26-abb7-aa8e1bbb6313
Walter Rugbere	975fa735-c461-4e8b-a2dd-1087c50b06bb;bdc34d3c-c53f-4f0d-add1-d5077152739e;855c6bab-98cf-4b81-a5ba-9cd330d8ef4b			Akwa Ibom State Police Command	975fa735-c461-4e8b-a2dd-1087c50b06bb;bdc34d3c-c53f-4f0d-add1-d5077152739e;855c6bab-98cf-4b81-a5ba-9cd330d8ef4b	Commander	975fa735-c461-4e8b-a2dd-1087c50b06bb;bdc34d3c-c53f-4f0d-add1-d5077152739e;855c6bab-98cf-4b81-a5ba-9cd330d8ef4b			Commissioner of Police	975fa735-c461-4e8b-a2dd-1087c50b06bb;bdc34d3c-c53f-4f0d-add1-d5077152739e;855c6bab-98cf-4b81-a5ba-9cd330d8ef4b
Paul O. Adejumo	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Akodo Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
O. T. Walter	c9533ef4-7854-4386-9ddd-8599fdbee898			Akim Police Area Command	c9533ef4-7854-4386-9ddd-8599fdbee898	Commander	c9533ef4-7854-4386-9ddd-8599fdbee898				
Odim Bassey	c9533ef4-7854-4386-9ddd-8599fdbee898			Akim Police Area Command	c9533ef4-7854-4386-9ddd-8599fdbee898	Investigating Police Officer	c9533ef4-7854-4386-9ddd-8599fdbee898			Assistant Superintendent of Police	c9533ef4-7854-4386-9ddd-8599fdbee898
Onize Lawal Isah	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ajah Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Adenrele Shinaba	844a0119-2681-418b-a60e-63b958e78101;fe91aabe-38b0-458d-8a55-8032b0e40ed1;ff894845-3ca0-4287-ac9d-ac0619cc98ad;40431283-4a69-425d-a357-e74f338dc39a;8c739b6f-1bc8-4d8e-ac50-3b5ab78e1fb5;58d01cd7-fbf0-4c9c-b7ad-5c063d87aa84;1133964b-99a6-42bc-bc10-76487c0b5df0;95d3b8fd-271a-478c-99f4-d405f055ab07;3e595342-66f2-42f2-9918-810c6afeed2a;865135fe-65be-43c6-a84c-9e3bb36b03f2;3b72134d-7610-41ff-8baa-5d504f262a54;b847c3ae-bfc0-4a85-828b-43e1ff39966f	Adenrele Chinaba	efdfbef6-89c7-4504-a9f5-70621a4f550e	Adamawa State Police Command	ff894845-3ca0-4287-ac9d-ac0619cc98ad;3e595342-66f2-42f2-9918-810c6afeed2a;865135fe-65be-43c6-a84c-9e3bb36b03f2;3b72134d-7610-41ff-8baa-5d504f262a54	Commander	ff894845-3ca0-4287-ac9d-ac0619cc98ad;3e595342-66f2-42f2-9918-810c6afeed2a;865135fe-65be-43c6-a84c-9e3bb36b03f2;3b72134d-7610-41ff-8baa-5d504f262a54			Commissioner of Police	ff894845-3ca0-4287-ac9d-ac0619cc98ad;3e595342-66f2-42f2-9918-810c6afeed2a;865135fe-65be-43c6-a84c-9e3bb36b03f2;3b72134d-7610-41ff-8baa-5d504f262a54
Alhaji Bukar Maina	f46725bd-fb41-4adf-bb00-d825a8a4315c	Bukar Maina	d22d8fa8-84c9-4d66-9b26-53f4baf17e87;dd2061c3-81d6-48fd-b811-57b41776752b;1de79c2c-a2d4-419a-82e8-0161fa794300;e12b07c0-6b8d-493e-a983-a7a078e782f8;b630a647-4a9a-426a-add0-39fb59be03a7	Adamawa State Police Command	d22d8fa8-84c9-4d66-9b26-53f4baf17e87;dd2061c3-81d6-48fd-b811-57b41776752b;1de79c2c-a2d4-419a-82e8-0161fa794300;e12b07c0-6b8d-493e-a983-a7a078e782f8;b630a647-4a9a-426a-add0-39fb59be03a7;f46725bd-fb41-4adf-bb00-d825a8a4315c	Commander	d22d8fa8-84c9-4d66-9b26-53f4baf17e87;dd2061c3-81d6-48fd-b811-57b41776752b;1de79c2c-a2d4-419a-82e8-0161fa794300;e12b07c0-6b8d-493e-a983-a7a078e782f8;b630a647-4a9a-426a-add0-39fb59be03a7;f46725bd-fb41-4adf-bb00-d825a8a4315c			Commissioner of Police	d22d8fa8-84c9-4d66-9b26-53f4baf17e87;dd2061c3-81d6-48fd-b811-57b41776752b;1de79c2c-a2d4-419a-82e8-0161fa794300;e12b07c0-6b8d-493e-a983-a7a078e782f8;b630a647-4a9a-426a-add0-39fb59be03a7;f46725bd-fb41-4adf-bb00-d825a8a4315c
Aloysius Okorie	3d69752a-57ee-4c89-9cbe-a2e4cae337d2;f4c52922-2322-46ee-a91b-4f84ebc5f824;91142cc4-5467-484d-8be1-0c0b08f7482a;b630a647-4a9a-426a-add0-39fb59be03a7;2bfbf0f2-482d-4cac-9267-27bb6cb26703	Aloy Okorie	d5da1945-8675-453d-bbb6-9276ba3ae98d	Adamawa State Police Command	3d69752a-57ee-4c89-9cbe-a2e4cae337d2;2bfbf0f2-482d-4cac-9267-27bb6cb26703	Commander	3d69752a-57ee-4c89-9cbe-a2e4cae337d2;2bfbf0f2-482d-4cac-9267-27bb6cb26703			Commissioner of Police	3d69752a-57ee-4c89-9cbe-a2e4cae337d2;2bfbf0f2-482d-4cac-9267-27bb6cb26703
Geoffrey Okereke	28c1c516-639c-4c6c-9171-bc9e4fd26f40	Godfrey Okeke	a8061fae-e4d3-4d89-aa9b-2e82960c6dca;2ac256d1-a40e-40dd-8fb8-830ef5ac0bac;8e850928-f5b8-493f-b362-5fca0233f5eb	Adamawa State Police Command	a8061fae-e4d3-4d89-aa9b-2e82960c6dca;28c1c516-639c-4c6c-9171-bc9e4fd26f40;2ac256d1-a40e-40dd-8fb8-830ef5ac0bac;8e850928-f5b8-493f-b362-5fca0233f5eb	Commander	a8061fae-e4d3-4d89-aa9b-2e82960c6dca;28c1c516-639c-4c6c-9171-bc9e4fd26f40;2ac256d1-a40e-40dd-8fb8-830ef5ac0bac;8e850928-f5b8-493f-b362-5fca0233f5eb			Commissioner of Police	a8061fae-e4d3-4d89-aa9b-2e82960c6dca;28c1c516-639c-4c6c-9171-bc9e4fd26f40;2ac256d1-a40e-40dd-8fb8-830ef5ac0bac;8e850928-f5b8-493f-b362-5fca0233f5eb
Ghazzali Mohammed	03f6d9ec-2faf-405b-b08d-4bbaca6d2d30;4c1316fb-c5cd-4ed2-927f-3021770a6fb9			Adamawa State Police Command	03f6d9ec-2faf-405b-b08d-4bbaca6d2d30;4c1316fb-c5cd-4ed2-927f-3021770a6fb9	Commander	03f6d9ec-2faf-405b-b08d-4bbaca6d2d30;4c1316fb-c5cd-4ed2-927f-3021770a6fb9			Commissioner of Police	03f6d9ec-2faf-405b-b08d-4bbaca6d2d30;4c1316fb-c5cd-4ed2-927f-3021770a6fb9
Mark Adamu Idakwo	ff894845-3ca0-4287-ac9d-ac0619cc98ad;edd7e16f-481e-409e-8c58-70bc13afc127	Mark Idawko	a8061fae-e4d3-4d89-aa9b-2e82960c6dca	Adamawa State Police Command	ff894845-3ca0-4287-ac9d-ac0619cc98ad	Commander	ff894845-3ca0-4287-ac9d-ac0619cc98ad			Commissioner of Police	ff894845-3ca0-4287-ac9d-ac0619cc98ad
Musa Abdusalam Daura	ff894845-3ca0-4287-ac9d-ac0619cc98ad;062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e	Musa Daura ; Musa A Daura	efdfbef6-89c7-4504-a9f5-70621a4f550e;2414f409-20ee-4070-a0f2-284fbdd7cffb;bdafb6c9-ad63-4fb5-896d-e72512e40631;296fd1ba-f9d4-4219-9fa7-6e8ef53bcb74;ceffe9ae-8316-40c3-a635-fe48a632ded5;64dfe4b1-d6b2-46bc-9d11-e63c253e423e;639faa09-0e36-4dd9-b646-44ce331869ab;e6900697-fe44-4b99-83a2-d01591b56cd0;d14226b8-0db2-45a5-92eb-dc8e2c04e587	Adamawa State Police Command	efdfbef6-89c7-4504-a9f5-70621a4f550e;d14226b8-0db2-45a5-92eb-dc8e2c04e587	Commander	efdfbef6-89c7-4504-a9f5-70621a4f550e;d14226b8-0db2-45a5-92eb-dc8e2c04e587			Commissioner of Police	efdfbef6-89c7-4504-a9f5-70621a4f550e;d14226b8-0db2-45a5-92eb-dc8e2c04e587
Abayomi Onashile	ed11ab5c-9ce0-4b29-96c9-b5051b2a6379			Abia State Police Command	ed11ab5c-9ce0-4b29-96c9-b5051b2a6379	Commander	ed11ab5c-9ce0-4b29-96c9-b5051b2a6379			Commissioner of Police	ed11ab5c-9ce0-4b29-96c9-b5051b2a6379
Adeleye Oyebade	d0e5bcbe-c3f8-4786-9618-540950a5d925	Leye Oyebade	65d654a8-2704-46b9-834a-f5b037dbf52f;e6157e21-da50-407a-bdbc-a6d5da5743b0	Abia State Police Command	65d654a8-2704-46b9-834a-f5b037dbf52f;e6157e21-da50-407a-bdbc-a6d5da5743b0;d0e5bcbe-c3f8-4786-9618-540950a5d925	Commander	65d654a8-2704-46b9-834a-f5b037dbf52f;e6157e21-da50-407a-bdbc-a6d5da5743b0;d0e5bcbe-c3f8-4786-9618-540950a5d925			Commissioner of Police	65d654a8-2704-46b9-834a-f5b037dbf52f;e6157e21-da50-407a-bdbc-a6d5da5743b0;d0e5bcbe-c3f8-4786-9618-540950a5d925
Alhaji Mohammed Dikko Abubakar	0055ac25-a4d4-405d-b5df-2adcbf9a9bf2	Mohammed Dikko Abubakar ; MD Abubakar ; Mohammed Abubakar ; Mohammed Dahiru Abubakar	3b723195-f9bd-4bbb-8660-beb33ad169ed;bf4f7777-014d-41e8-9a45-467d6d1728e4;ed826ec5-b968-4170-a9a4-9ca6a64b0df3;829dcb6f-b0c7-40d8-85b0-d4f9d57aef5d;689a045e-0685-4119-aebb-8085e95d0c4f;03123d64-f118-4f68-a7e5-91e0b3d9b551;eeac207c-8b36-4343-b840-b5b895c4f192	Abia State Police Command	0055ac25-a4d4-405d-b5df-2adcbf9a9bf2;3b723195-f9bd-4bbb-8660-beb33ad169ed	Commander	0055ac25-a4d4-405d-b5df-2adcbf9a9bf2;3b723195-f9bd-4bbb-8660-beb33ad169ed			Commissioner of Police	0055ac25-a4d4-405d-b5df-2adcbf9a9bf2;3b723195-f9bd-4bbb-8660-beb33ad169ed
Ambrose Aisabor	ff894845-3ca0-4287-ac9d-ac0619cc98ad;ec0536c2-e4bc-4a3e-8c7b-b0b34545c5cc;51c11b08-f3ea-4cb1-86ef-7137701b4b34;639faa09-0e36-4dd9-b646-44ce331869ab;79912a9c-b8f1-4997-9fc7-597b895fb9c2	Ambrose Aisbor ; Ambrose Aisibor	34e0c3c4-1840-4307-ad22-9cdfa5b260d1;8e919380-7581-4f1e-b18d-7e66dfea171b;edd7e16f-481e-409e-8c58-70bc13afc127	Abia State Police Command	ff894845-3ca0-4287-ac9d-ac0619cc98ad;ec0536c2-e4bc-4a3e-8c7b-b0b34545c5cc;34e0c3c4-1840-4307-ad22-9cdfa5b260d1;51c11b08-f3ea-4cb1-86ef-7137701b4b34	Commander	ff894845-3ca0-4287-ac9d-ac0619cc98ad;ec0536c2-e4bc-4a3e-8c7b-b0b34545c5cc;34e0c3c4-1840-4307-ad22-9cdfa5b260d1;51c11b08-f3ea-4cb1-86ef-7137701b4b34			Commissioner of Police	ff894845-3ca0-4287-ac9d-ac0619cc98ad;ec0536c2-e4bc-4a3e-8c7b-b0b34545c5cc;34e0c3c4-1840-4307-ad22-9cdfa5b260d1;51c11b08-f3ea-4cb1-86ef-7137701b4b34
Bala Abdulahi Hassan	bab5078b-3678-4b8b-9158-9d306f87c707	Bala Hassan ; Bala A. Hassan	ff894845-3ca0-4287-ac9d-ac0619cc98ad;5365c947-7354-4eed-a3d1-20ea6b0e8c52;0ac17108-b61b-481e-aa20-dc3c1f1f392a;296fd1ba-f9d4-4219-9fa7-6e8ef53bcb74;efdfbef6-89c7-4504-a9f5-70621a4f550e;2592294c-1f4a-4d96-94b0-46c162dac8d2;40431283-4a69-425d-a357-e74f338dc39a;41bcc3a9-313e-4017-89f2-c9edec92deb0;85b76d52-ad9f-4277-b277-abfafd51829f;9043aced-abba-41b4-a206-f6016c490151;e6900697-fe44-4b99-83a2-d01591b56cd0;469bfd62-e65a-40fd-9217-9634ea1d00e7;748d6ed1-999e-4a4e-af21-dd56925e80a3	Abia State Police Command	bab5078b-3678-4b8b-9158-9d306f87c707;ff894845-3ca0-4287-ac9d-ac0619cc98ad;5365c947-7354-4eed-a3d1-20ea6b0e8c52;41bcc3a9-313e-4017-89f2-c9edec92deb0;85b76d52-ad9f-4277-b277-abfafd51829f;9043aced-abba-41b4-a206-f6016c490151;469bfd62-e65a-40fd-9217-9634ea1d00e7	Commander	bab5078b-3678-4b8b-9158-9d306f87c707;ff894845-3ca0-4287-ac9d-ac0619cc98ad;5365c947-7354-4eed-a3d1-20ea6b0e8c52;41bcc3a9-313e-4017-89f2-c9edec92deb0;85b76d52-ad9f-4277-b277-abfafd51829f;9043aced-abba-41b4-a206-f6016c490151;469bfd62-e65a-40fd-9217-9634ea1d00e7			Commissioner of Police	bab5078b-3678-4b8b-9158-9d306f87c707;ff894845-3ca0-4287-ac9d-ac0619cc98ad;5365c947-7354-4eed-a3d1-20ea6b0e8c52;41bcc3a9-313e-4017-89f2-c9edec92deb0;85b76d52-ad9f-4277-b277-abfafd51829f;9043aced-abba-41b4-a206-f6016c490151;469bfd62-e65a-40fd-9217-9634ea1d00e7
Edgar Tam Nanakumo	edd7e16f-481e-409e-8c58-70bc13afc127	Edgar Nanakumo ; Edgar Nanakumor	d56a1397-e732-4357-b55e-664ed7bb9096;f18cfebb-1829-42e0-8cb6-2c44e0ee6e15;e6900697-fe44-4b99-83a2-d01591b56cd0;a8061fae-e4d3-4d89-aa9b-2e82960c6dca;31aebb45-ce98-4f8b-b3dd-c05e3b2233be;ff894845-3ca0-4287-ac9d-ac0619cc98ad;10ef673c-e219-4921-8804-95259b6d2852	Abia State Police Command	10ef673c-e219-4921-8804-95259b6d2852;d56a1397-e732-4357-b55e-664ed7bb9096;f18cfebb-1829-42e0-8cb6-2c44e0ee6e15	Commander	10ef673c-e219-4921-8804-95259b6d2852;d56a1397-e732-4357-b55e-664ed7bb9096;f18cfebb-1829-42e0-8cb6-2c44e0ee6e15			Commissioner of Police	10ef673c-e219-4921-8804-95259b6d2852;d56a1397-e732-4357-b55e-664ed7bb9096;f18cfebb-1829-42e0-8cb6-2c44e0ee6e15
Emmanuel Ezeozue	134eb9bb-c0a5-41b4-b107-be8b96474c5a;982c450e-fbb6-43fb-af54-b74c75ed9bee;aa9fd9f5-8eef-4e48-9ca7-99ffa86c43d5;4520f653-8eab-4b5e-9eb0-f69ba9d0c4be	Emma Ezeozue	e1449452-5f4a-4747-a3c4-88196d16c887	Abia State Police Command	134eb9bb-c0a5-41b4-b107-be8b96474c5a;982c450e-fbb6-43fb-af54-b74c75ed9bee;e1449452-5f4a-4747-a3c4-88196d16c887	Commander	134eb9bb-c0a5-41b4-b107-be8b96474c5a;982c450e-fbb6-43fb-af54-b74c75ed9bee;e1449452-5f4a-4747-a3c4-88196d16c887			Commissioner of Police	134eb9bb-c0a5-41b4-b107-be8b96474c5a;982c450e-fbb6-43fb-af54-b74c75ed9bee;e1449452-5f4a-4747-a3c4-88196d16c887
Ibrahim Adamu (Abia State Police Command)	1fc59cd9-f1b1-4a5c-8e6f-2df38369ed0a;86445d36-47b3-402e-ac84-abbd39a288c8;1fc59cd9-f1b1-4a5c-8e6f-2df38369ed0a	Adamu Ibrahim	0fc230e5-5d61-45a2-8bb2-35f8ed027a88;844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f	Abia State Police Command	1fc59cd9-f1b1-4a5c-8e6f-2df38369ed0a;844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f;1fc59cd9-f1b1-4a5c-8e6f-2df38369ed0a	Commander	1fc59cd9-f1b1-4a5c-8e6f-2df38369ed0a;844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f;1fc59cd9-f1b1-4a5c-8e6f-2df38369ed0a			Commissioner of Police	1fc59cd9-f1b1-4a5c-8e6f-2df38369ed0a;844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f;1fc59cd9-f1b1-4a5c-8e6f-2df38369ed0a
Ibrahim Maishanu	efdfbef6-89c7-4504-a9f5-70621a4f550e;f3b81219-b29c-4de0-83bc-5aefc51f3659;ff894845-3ca0-4287-ac9d-ac0619cc98ad;844a0119-2681-418b-a60e-63b958e78101;e35b2f57-74fb-47a2-8be7-162679ff692f;062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e;d5da1945-8675-453d-bbb6-9276ba3ae98d;3102d731-0aa2-48c4-97d3-7bf98c9da8ce;314207f0-a07c-4e38-852f-46bb400ecbea			Abia State Police Command	efdfbef6-89c7-4504-a9f5-70621a4f550e;f3b81219-b29c-4de0-83bc-5aefc51f3659	Commander	efdfbef6-89c7-4504-a9f5-70621a4f550e;f3b81219-b29c-4de0-83bc-5aefc51f3659			Commissioner of Police	efdfbef6-89c7-4504-a9f5-70621a4f550e;f3b81219-b29c-4de0-83bc-5aefc51f3659
Jonathan Johnson	9552cff8-86f7-4cf4-bb76-6bedd5cef11f;11c9d5e0-dfca-4241-a10e-1321b4993c48;d253fbff-0cae-4b40-8f0b-ca0712898223;24060776-7c2d-4afa-8632-f7868a5b1a78;d8ed3a1e-a8c1-49b0-b8b4-b9949fd68d3e;9598f8bf-671d-497c-bdb0-72de7225ad45;d56a1397-e732-4357-b55e-664ed7bb9096			Abia State Police Command	11c9d5e0-dfca-4241-a10e-1321b4993c48;d253fbff-0cae-4b40-8f0b-ca0712898223;24060776-7c2d-4afa-8632-f7868a5b1a78;d8ed3a1e-a8c1-49b0-b8b4-b9949fd68d3e;9598f8bf-671d-497c-bdb0-72de7225ad45;d56a1397-e732-4357-b55e-664ed7bb9096	Commander	11c9d5e0-dfca-4241-a10e-1321b4993c48;d253fbff-0cae-4b40-8f0b-ca0712898223;24060776-7c2d-4afa-8632-f7868a5b1a78;d8ed3a1e-a8c1-49b0-b8b4-b9949fd68d3e;9598f8bf-671d-497c-bdb0-72de7225ad45;d56a1397-e732-4357-b55e-664ed7bb9096			Commissioner of Police	11c9d5e0-dfca-4241-a10e-1321b4993c48;d253fbff-0cae-4b40-8f0b-ca0712898223;24060776-7c2d-4afa-8632-f7868a5b1a78;d8ed3a1e-a8c1-49b0-b8b4-b9949fd68d3e;9598f8bf-671d-497c-bdb0-72de7225ad45;d56a1397-e732-4357-b55e-664ed7bb9096
Joshak Habila	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;07ef4db1-4ca3-4ef4-948f-902437e80dc2;a45a07b1-119d-411c-8d8a-f0d6e2311605;86445d36-47b3-402e-ac84-abbd39a288c8	Habila Joshak	e4fab684-fbf5-4693-9c40-273d5916cf34	Abia State Police Command	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;e4fab684-fbf5-4693-9c40-273d5916cf34;07ef4db1-4ca3-4ef4-948f-902437e80dc2;a45a07b1-119d-411c-8d8a-f0d6e2311605;86445d36-47b3-402e-ac84-abbd39a288c8	Commander	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;e4fab684-fbf5-4693-9c40-273d5916cf34;07ef4db1-4ca3-4ef4-948f-902437e80dc2;a45a07b1-119d-411c-8d8a-f0d6e2311605;86445d36-47b3-402e-ac84-abbd39a288c8			Commissioner of Police	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;e4fab684-fbf5-4693-9c40-273d5916cf34;07ef4db1-4ca3-4ef4-948f-902437e80dc2;a45a07b1-119d-411c-8d8a-f0d6e2311605;86445d36-47b3-402e-ac84-abbd39a288c8
Kingsley Omire	93f525da-684a-48ff-8f36-85983030d7f6;527c1a79-a454-42b5-936f-bda1d867113b	Kings Omere	78dac0b4-8370-494e-82d8-026e86dd4a84	Abia State Police Command	78dac0b4-8370-494e-82d8-026e86dd4a84					Deputy Commissioner of Police	78dac0b4-8370-494e-82d8-026e86dd4a84
Usman Tilli Abubakar	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;86445d36-47b3-402e-ac84-abbd39a288c8;639faa09-0e36-4dd9-b646-44ce331869ab;45dc5f76-92a0-479c-9f52-b098daf25206;0a7c4046-66c8-473c-80a4-018568bd2881	Usman Abubakar ; Usman Tili Abubakar ; Usman Tilli Abubakar ; Tilli Abubukar	df859b05-ed47-4272-a150-31666edd1e5d;6d5705f0-1de0-4f24-932f-e555c9c8921a;e2ad74ac-36a5-4282-80df-63f3c4d2ef12;2c4e69f2-3737-4f3a-a00a-d077d45d1715;53b45082-8980-4f5b-9149-cee3f9125838;b4b02fae-6ac3-4048-b03f-c4e7134beb72	Abia State Police Command	639faa09-0e36-4dd9-b646-44ce331869ab;53b45082-8980-4f5b-9149-cee3f9125838;45dc5f76-92a0-479c-9f52-b098daf25206;b4b02fae-6ac3-4048-b03f-c4e7134beb72;0a7c4046-66c8-473c-80a4-018568bd2881;df859b05-ed47-4272-a150-31666edd1e5d;6d5705f0-1de0-4f24-932f-e555c9c8921a;e2ad74ac-36a5-4282-80df-63f3c4d2ef12;2c4e69f2-3737-4f3a-a00a-d077d45d1715	Commander	639faa09-0e36-4dd9-b646-44ce331869ab;53b45082-8980-4f5b-9149-cee3f9125838;45dc5f76-92a0-479c-9f52-b098daf25206;b4b02fae-6ac3-4048-b03f-c4e7134beb72;0a7c4046-66c8-473c-80a4-018568bd2881;df859b05-ed47-4272-a150-31666edd1e5d;6d5705f0-1de0-4f24-932f-e555c9c8921a;e2ad74ac-36a5-4282-80df-63f3c4d2ef12;2c4e69f2-3737-4f3a-a00a-d077d45d1715			Commissioner of Police	639faa09-0e36-4dd9-b646-44ce331869ab;53b45082-8980-4f5b-9149-cee3f9125838;45dc5f76-92a0-479c-9f52-b098daf25206;b4b02fae-6ac3-4048-b03f-c4e7134beb72;0a7c4046-66c8-473c-80a4-018568bd2881;df859b05-ed47-4272-a150-31666edd1e5d;6d5705f0-1de0-4f24-932f-e555c9c8921a;e2ad74ac-36a5-4282-80df-63f3c4d2ef12
Grace Eze	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Abattoir Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Peter Wagbara	f6252869-72f8-427f-84d9-a9e8f070853e;255e3d2e-0de7-46ee-b41c-872ab7a5cbf8			Aba Police Area Command	f6252869-72f8-427f-84d9-a9e8f070853e;255e3d2e-0de7-46ee-b41c-872ab7a5cbf8	Commander	f6252869-72f8-427f-84d9-a9e8f070853e;255e3d2e-0de7-46ee-b41c-872ab7a5cbf8			Assistant Commissioner of Police	f6252869-72f8-427f-84d9-a9e8f070853e;255e3d2e-0de7-46ee-b41c-872ab7a5cbf8
Alhaji Hassan Usman	a908492c-2d87-4ce7-bbc0-ad7b269acf22			A' Police Division (Benue State)	a908492c-2d87-4ce7-bbc0-ad7b269acf22	Commander	a908492c-2d87-4ce7-bbc0-ad7b269acf22	Divisional Police Officer	a908492c-2d87-4ce7-bbc0-ad7b269acf22		
Chima Egemole	473d318d-82d4-404f-9b7c-de77f93f045d	CO Egemole	3b1aeb16-20d2-4d61-af9a-a79861cea848	93 Battalion	473d318d-82d4-404f-9b7c-de77f93f045d;3b1aeb16-20d2-4d61-af9a-a79861cea848	Commander	473d318d-82d4-404f-9b7c-de77f93f045d;3b1aeb16-20d2-4d61-af9a-a79861cea848			Lieutenant Colonel	473d318d-82d4-404f-9b7c-de77f93f045d;3b1aeb16-20d2-4d61-af9a-a79861cea848
N.J Edet	211927de-1ab9-4058-9671-067d2939df40;ec89b233-c90a-45cf-b2a4-dc3c77dd67b6	NJ Edet ; Edet	7709be68-7bf5-4503-adbf-f5d6e90b61a3;af8ffbfa-5383-4a2b-b110-1ed6956f5d2b	93 Battalion	7709be68-7bf5-4503-adbf-f5d6e90b61a3;ec89b233-c90a-45cf-b2a4-dc3c77dd67b6;af8ffbfa-5383-4a2b-b110-1ed6956f5d2b	Commander	7709be68-7bf5-4503-adbf-f5d6e90b61a3;ec89b233-c90a-45cf-b2a4-dc3c77dd67b6;af8ffbfa-5383-4a2b-b110-1ed6956f5d2b			Lieutenant Colonel	211927de-1ab9-4058-9671-067d2939df40;ec89b233-c90a-45cf-b2a4-dc3c77dd67b6;af8ffbfa-5383-4a2b-b110-1ed6956f5d2b
A.S. Maikoba	e39fd784-3ae4-41ba-9aea-fad23f433f6c			9 Brigade	e39fd784-3ae4-41ba-9aea-fad23f433f6c	Commander	e39fd784-3ae4-41ba-9aea-fad23f433f6c			Brigadier General	e39fd784-3ae4-41ba-9aea-fad23f433f6c
AB Maitama	f96c6a8f-b7ba-4544-a037-7d405c04c7ef;bbac1cf1-2414-4be2-b566-32d40004b45a			9 Brigade	f96c6a8f-b7ba-4544-a037-7d405c04c7ef	Commander	f96c6a8f-b7ba-4544-a037-7d405c04c7ef			Brigadier General	f96c6a8f-b7ba-4544-a037-7d405c04c7ef
